store_location,item_id,size,color,system_count,last_updated,pending_sellable_count,true_available,style_name,category
Bleecker,SKU-014,L,Indigo,2,2026-06-23,0,2,Denim Shirt,top
Bleecker,SKU-014,L,Black,4,2026-07-01,0,4,Denim Shirt,top
Bleecker,SKU-014,L,Stone Wash,2,2026-06-25,0,2,Denim Shirt,top
Bleecker,SKU-014,L,Raw Denim,3,2026-06-25,0,3,Denim Shirt,top
Bleecker,SKU-014,XL,Indigo,4,2026-06-28,0,4,Denim Shirt,top
Bleecker,SKU-014,XL,Black,5,2026-07-02,0,5,Denim Shirt,top
Bleecker,SKU-014,XL,Stone Wash,4,2026-06-22,0,4,Denim Shirt,top
Bleecker,SKU-014,XL,Raw Denim,8,2026-06-28,0,8,Denim Shirt,top
Bleecker,SKU-015,XS,Indigo,1,2026-06-26,0,1,Denim Overalls,bottom
Bleecker,SKU-015,XS,Black,0,2026-07-04,0,0,Denim Overalls,bottom
Bleecker,SKU-015,XS,Stone Wash,0,2026-07-02,0,0,Denim Overalls,bottom
Bleecker,SKU-015,XS,Raw Denim,3,2026-06-23,0,3,Denim Overalls,bottom
Bleecker,SKU-015,S,Indigo,4,2026-06-26,0,4,Denim Overalls,bottom
Bleecker,SKU-015,S,Black,5,2026-06-30,0,5,Denim Overalls,bottom
Bleecker,SKU-015,S,Stone Wash,4,2026-07-06,0,4,Denim Overalls,bottom
Bleecker,SKU-015,S,Raw Denim,0,2026-06-27,0,0,Denim Overalls,bottom
Bleecker,SKU-015,M,Indigo,5,2026-06-30,0,5,Denim Overalls,bottom
Bleecker,SKU-015,M,Black,4,2026-06-24,0,4,Denim Overalls,bottom
Bleecker,SKU-015,M,Stone Wash,3,2026-06-23,0,3,Denim Overalls,bottom
Bleecker,SKU-015,M,Raw Denim,0,2026-06-25,0,0,Denim Overalls,bottom
Bleecker,SKU-015,L,Indigo,1,2026-06-29,0,1,Denim Overalls,bottom
Bleecker,SKU-015,L,Black,7,2026-06-22,1,8,Denim Overalls,bottom
Bleecker,SKU-015,L,Stone Wash,1,2026-06-24,0,1,Denim Overalls,bottom
Bleecker,SKU-015,L,Raw Denim,7,2026-07-05,0,7,Denim Overalls,bottom
Bleecker,SKU-015,XL,Indigo,8,2026-06-28,0,8,Denim Overalls,bottom
Bleecker,SKU-015,XL,Black,6,2026-06-25,0,6,Denim Overalls,bottom
Bleecker,SKU-015,XL,Stone Wash,1,2026-06-26,0,1,Denim Overalls,bottom
Bleecker,SKU-015,XL,Raw Denim,6,2026-06-30,0,6,Denim Overalls,bottom
Bleecker,SKU-016,XS,Indigo,4,2026-07-05,0,4,Denim Skirt,bottom
Bleecker,SKU-016,XS,Black,4,2026-07-05,1,5,Denim Skirt,bottom
Bleecker,SKU-016,XS,Stone Wash,1,2026-07-01,1,2,Denim Skirt,bottom
Bleecker,SKU-016,XS,Raw Denim,2,2026-06-22,0,2,Denim Skirt,bottom
Bleecker,SKU-016,S,Indigo,2,2026-07-04,0,2,Denim Skirt,bottom
Bleecker,SKU-016,S,Black,2,2026-07-03,0,2,Denim Skirt,bottom
Bleecker,SKU-016,S,Stone Wash,4,2026-07-05,0,4,Denim Skirt,bottom
Bleecker,SKU-016,S,Raw Denim,3,2026-07-02,0,3,Denim Skirt,bottom
Bleecker,SKU-016,M,Indigo,3,2026-06-24,0,3,Denim Skirt,bottom
Bleecker,SKU-016,M,Black,9,2026-06-29,0,9,Denim Skirt,bottom
Bleecker,SKU-016,M,Stone Wash,5,2026-07-04,0,5,Denim Skirt,bottom
Bleecker,SKU-016,M,Raw Denim,0,2026-06-28,0,0,Denim Skirt,bottom
Bleecker,SKU-016,L,Indigo,1,2026-06-30,0,1,Denim Skirt,bottom
Bleecker,SKU-016,L,Black,5,2026-06-28,1,6,Denim Skirt,bottom
Bleecker,SKU-016,L,Stone Wash,0,2026-07-03,0,0,Denim Skirt,bottom
Bleecker,SKU-016,L,Raw Denim,2,2026-07-04,0,2,Denim Skirt,bottom
Bleecker,SKU-016,XL,Indigo,2,2026-07-06,0,2,Denim Skirt,bottom
Bleecker,SKU-016,XL,Black,0,2026-07-02,0,0,Denim Skirt,bottom
Bleecker,SKU-016,XL,Stone Wash,1,2026-06-25,0,1,Denim Skirt,bottom
Bleecker,SKU-016,XL,Raw Denim,2,2026-07-04,0,2,Denim Skirt,bottom
SoHo,SKU-001,24,Indigo,0,2026-07-01,0,0,Skinny,jean
SoHo,SKU-001,24,Black,6,2026-06-30,0,6,Skinny,jean
SoHo,SKU-001,24,White,4,2026-06-24,0,4,Skinny,jean
SoHo,SKU-001,24,Stone Wash,0,2026-06-26,0,0,Skinny,jean
SoHo,SKU-001,24,Raw Denim,6,2026-06-24,0,6,Skinny,jean
SoHo,SKU-001,24,Vintage Blue,6,2026-07-02,0,6,Skinny,jean
SoHo,SKU-001,25,Indigo,2,2026-07-04,0,2,Skinny,jean
SoHo,SKU-001,25,Black,4,2026-07-05,0,4,Skinny,jean
SoHo,SKU-001,25,White,3,2026-07-02,0,3,Skinny,jean
SoHo,SKU-001,25,Stone Wash,8,2026-07-04,0,8,Skinny,jean
SoHo,SKU-001,25,Raw Denim,6,2026-07-02,0,6,Skinny,jean
SoHo,SKU-001,25,Vintage Blue,0,2026-07-03,0,0,Skinny,jean
SoHo,SKU-001,26,Indigo,6,2026-06-23,0,6,Skinny,jean
SoHo,SKU-001,26,Black,1,2026-06-23,0,1,Skinny,jean
SoHo,SKU-001,26,White,3,2026-06-28,0,3,Skinny,jean
SoHo,SKU-001,26,Stone Wash,4,2026-07-01,0,4,Skinny,jean
SoHo,SKU-001,26,Raw Denim,2,2026-06-27,0,2,Skinny,jean
SoHo,SKU-001,26,Vintage Blue,1,2026-06-22,0,1,Skinny,jean
SoHo,SKU-001,27,Indigo,6,2026-06-23,0,6,Skinny,jean
SoHo,SKU-001,27,Black,1,2026-06-23,0,1,Skinny,jean
SoHo,SKU-001,27,White,7,2026-06-27,0,7,Skinny,jean
SoHo,SKU-001,27,Stone Wash,2,2026-06-26,0,2,Skinny,jean
SoHo,SKU-001,27,Raw Denim,11,2026-06-29,0,11,Skinny,jean
SoHo,SKU-001,27,Vintage Blue,2,2026-06-24,0,2,Skinny,jean
SoHo,SKU-001,28,Indigo,1,2026-06-22,0,1,Skinny,jean
SoHo,SKU-001,28,Black,0,2026-06-28,0,0,Skinny,jean
SoHo,SKU-001,28,White,3,2026-07-04,0,3,Skinny,jean
SoHo,SKU-001,28,Stone Wash,2,2026-07-01,0,2,Skinny,jean
SoHo,SKU-001,28,Raw Denim,3,2026-06-29,0,3,Skinny,jean
SoHo,SKU-001,28,Vintage Blue,0,2026-06-23,0,0,Skinny,jean
SoHo,SKU-001,29,Indigo,3,2026-06-27,0,3,Skinny,jean
SoHo,SKU-001,29,Black,0,2026-07-03,0,0,Skinny,jean
SoHo,SKU-001,29,White,0,2026-06-30,0,0,Skinny,jean
SoHo,SKU-001,29,Stone Wash,2,2026-07-02,0,2,Skinny,jean
SoHo,SKU-001,29,Raw Denim,3,2026-06-25,0,3,Skinny,jean
SoHo,SKU-001,29,Vintage Blue,2,2026-06-27,0,2,Skinny,jean
SoHo,SKU-001,30,Indigo,2,2026-07-03,0,2,Skinny,jean
SoHo,SKU-001,30,Black,0,2026-06-28,0,0,Skinny,jean
SoHo,SKU-001,30,White,0,2026-07-05,0,0,Skinny,jean
SoHo,SKU-001,30,Stone Wash,1,2026-06-23,0,1,Skinny,jean
SoHo,SKU-001,30,Raw Denim,8,2026-06-23,0,8,Skinny,jean
SoHo,SKU-001,30,Vintage Blue,3,2026-07-03,0,3,Skinny,jean
SoHo,SKU-001,31,Indigo,4,2026-07-01,0,4,Skinny,jean
SoHo,SKU-001,31,Black,6,2026-07-06,0,6,Skinny,jean
SoHo,SKU-001,31,White,2,2026-06-23,0,2,Skinny,jean
SoHo,SKU-001,31,Stone Wash,5,2026-06-28,0,5,Skinny,jean
SoHo,SKU-001,31,Raw Denim,5,2026-06-26,0,5,Skinny,jean
SoHo,SKU-001,31,Vintage Blue,0,2026-06-30,0,0,Skinny,jean
SoHo,SKU-001,32,Indigo,5,2026-06-30,0,5,Skinny,jean
SoHo,SKU-001,32,Black,2,2026-06-30,0,2,Skinny,jean
SoHo,SKU-001,32,White,0,2026-07-03,0,0,Skinny,jean
SoHo,SKU-001,32,Stone Wash,0,2026-06-22,0,0,Skinny,jean
SoHo,SKU-001,32,Raw Denim,7,2026-06-22,0,7,Skinny,jean
SoHo,SKU-001,32,Vintage Blue,0,2026-07-01,0,0,Skinny,jean
SoHo,SKU-001,33,Indigo,7,2026-06-23,0,7,Skinny,jean
SoHo,SKU-001,33,Black,5,2026-07-06,0,5,Skinny,jean
SoHo,SKU-001,33,White,4,2026-07-05,0,4,Skinny,jean
SoHo,SKU-001,33,Stone Wash,1,2026-07-04,0,1,Skinny,jean
SoHo,SKU-001,33,Raw Denim,3,2026-06-26,0,3,Skinny,jean
SoHo,SKU-001,33,Vintage Blue,5,2026-06-26,0,5,Skinny,jean
SoHo,SKU-001,34,Indigo,5,2026-07-02,0,5,Skinny,jean
SoHo,SKU-001,34,Black,6,2026-06-22,0,6,Skinny,jean
SoHo,SKU-001,34,White,1,2026-06-24,0,1,Skinny,jean
SoHo,SKU-001,34,Stone Wash,5,2026-06-27,0,5,Skinny,jean
SoHo,SKU-001,34,Raw Denim,5,2026-07-02,0,5,Skinny,jean
SoHo,SKU-001,34,Vintage Blue,6,2026-06-24,0,6,Skinny,jean
SoHo,SKU-002,24,Indigo,4,2026-06-27,0,4,Straight,jean
SoHo,SKU-002,24,Black,1,2026-07-01,0,1,Straight,jean
SoHo,SKU-002,24,White,1,2026-07-03,0,1,Straight,jean
SoHo,SKU-002,24,Stone Wash,0,2026-06-26,0,0,Straight,jean
SoHo,SKU-002,24,Raw Denim,8,2026-07-03,0,8,Straight,jean
SoHo,SKU-002,24,Vintage Blue,0,2026-06-25,0,0,Straight,jean
SoHo,SKU-002,25,Indigo,4,2026-06-27,0,4,Straight,jean
SoHo,SKU-002,25,Black,0,2026-06-25,0,0,Straight,jean
SoHo,SKU-002,25,White,8,2026-06-22,0,8,Straight,jean
SoHo,SKU-002,25,Stone Wash,0,2026-07-01,0,0,Straight,jean
SoHo,SKU-002,25,Raw Denim,5,2026-06-24,0,5,Straight,jean
SoHo,SKU-002,25,Vintage Blue,4,2026-07-03,0,4,Straight,jean
SoHo,SKU-002,26,Indigo,0,2026-06-29,0,0,Straight,jean
SoHo,SKU-002,26,Black,5,2026-06-24,0,5,Straight,jean
SoHo,SKU-002,26,White,1,2026-06-25,0,1,Straight,jean
SoHo,SKU-002,26,Stone Wash,4,2026-06-22,0,4,Straight,jean
SoHo,SKU-002,26,Raw Denim,0,2026-06-25,0,0,Straight,jean
SoHo,SKU-002,26,Vintage Blue,4,2026-07-04,0,4,Straight,jean
SoHo,SKU-002,27,Indigo,4,2026-07-01,0,4,Straight,jean
SoHo,SKU-002,27,Black,8,2026-06-23,0,8,Straight,jean
SoHo,SKU-002,27,White,1,2026-07-02,0,1,Straight,jean
SoHo,SKU-002,27,Stone Wash,0,2026-06-23,0,0,Straight,jean
SoHo,SKU-002,27,Raw Denim,6,2026-06-26,0,6,Straight,jean
SoHo,SKU-002,27,Vintage Blue,7,2026-06-24,0,7,Straight,jean
SoHo,SKU-002,28,Indigo,4,2026-07-01,0,4,Straight,jean
SoHo,SKU-002,28,Black,4,2026-06-23,0,4,Straight,jean
SoHo,SKU-002,28,White,0,2026-06-29,0,0,Straight,jean
SoHo,SKU-002,28,Stone Wash,0,2026-07-04,0,0,Straight,jean
SoHo,SKU-002,28,Raw Denim,1,2026-06-27,0,1,Straight,jean
SoHo,SKU-002,28,Vintage Blue,2,2026-06-23,0,2,Straight,jean
SoHo,SKU-002,29,Indigo,8,2026-06-30,0,8,Straight,jean
SoHo,SKU-002,29,Black,2,2026-06-24,0,2,Straight,jean
SoHo,SKU-002,29,White,5,2026-06-27,0,5,Straight,jean
SoHo,SKU-002,29,Stone Wash,1,2026-06-23,0,1,Straight,jean
SoHo,SKU-002,29,Raw Denim,4,2026-06-27,0,4,Straight,jean
SoHo,SKU-002,29,Vintage Blue,7,2026-07-06,0,7,Straight,jean
SoHo,SKU-002,30,Indigo,2,2026-07-04,0,2,Straight,jean
SoHo,SKU-002,30,Black,5,2026-06-28,0,5,Straight,jean
SoHo,SKU-002,30,White,4,2026-07-01,0,4,Straight,jean
SoHo,SKU-002,30,Stone Wash,3,2026-07-06,0,3,Straight,jean
SoHo,SKU-002,30,Raw Denim,6,2026-06-28,0,6,Straight,jean
SoHo,SKU-002,30,Vintage Blue,3,2026-06-27,0,3,Straight,jean
SoHo,SKU-002,31,Indigo,4,2026-06-25,0,4,Straight,jean
SoHo,SKU-002,31,Black,4,2026-07-04,0,4,Straight,jean
SoHo,SKU-002,31,White,4,2026-06-30,0,4,Straight,jean
SoHo,SKU-002,31,Stone Wash,1,2026-06-22,0,1,Straight,jean
SoHo,SKU-002,31,Raw Denim,2,2026-07-01,0,2,Straight,jean
SoHo,SKU-002,31,Vintage Blue,4,2026-07-01,0,4,Straight,jean
SoHo,SKU-002,32,Indigo,8,2026-07-05,0,8,Straight,jean
SoHo,SKU-002,32,Black,2,2026-06-27,0,2,Straight,jean
SoHo,SKU-002,32,White,1,2026-06-23,0,1,Straight,jean
SoHo,SKU-002,32,Stone Wash,0,2026-07-01,0,0,Straight,jean
SoHo,SKU-002,32,Raw Denim,4,2026-07-04,0,4,Straight,jean
SoHo,SKU-002,32,Vintage Blue,1,2026-07-02,0,1,Straight,jean
SoHo,SKU-002,33,Indigo,1,2026-07-04,0,1,Straight,jean
SoHo,SKU-002,33,Black,2,2026-07-06,0,2,Straight,jean
SoHo,SKU-002,33,White,0,2026-07-02,0,0,Straight,jean
SoHo,SKU-002,33,Stone Wash,6,2026-07-06,0,6,Straight,jean
SoHo,SKU-002,33,Raw Denim,4,2026-06-30,0,4,Straight,jean
SoHo,SKU-002,33,Vintage Blue,4,2026-06-22,0,4,Straight,jean
SoHo,SKU-002,34,Indigo,1,2026-06-30,0,1,Straight,jean
SoHo,SKU-002,34,Black,6,2026-06-29,0,6,Straight,jean
SoHo,SKU-002,34,White,5,2026-06-28,0,5,Straight,jean
SoHo,SKU-002,34,Stone Wash,0,2026-06-28,0,0,Straight,jean
SoHo,SKU-002,34,Raw Denim,3,2026-07-04,0,3,Straight,jean
SoHo,SKU-002,34,Vintage Blue,0,2026-06-27,0,0,Straight,jean
SoHo,SKU-003,24,Indigo,0,2026-06-22,0,0,Bootcut,jean
SoHo,SKU-003,24,Black,5,2026-06-25,0,5,Bootcut,jean
SoHo,SKU-003,24,White,0,2026-06-28,0,0,Bootcut,jean
SoHo,SKU-003,24,Stone Wash,4,2026-06-27,0,4,Bootcut,jean
SoHo,SKU-003,24,Raw Denim,3,2026-07-05,0,3,Bootcut,jean
SoHo,SKU-003,24,Vintage Blue,0,2026-06-24,0,0,Bootcut,jean
SoHo,SKU-003,25,Indigo,4,2026-06-30,0,4,Bootcut,jean
SoHo,SKU-003,25,Black,5,2026-06-23,0,5,Bootcut,jean
SoHo,SKU-003,25,White,4,2026-06-25,0,4,Bootcut,jean
SoHo,SKU-003,25,Stone Wash,4,2026-06-28,0,4,Bootcut,jean
SoHo,SKU-003,25,Raw Denim,1,2026-06-23,0,1,Bootcut,jean
SoHo,SKU-003,25,Vintage Blue,1,2026-06-28,0,1,Bootcut,jean
SoHo,SKU-003,26,Indigo,5,2026-06-26,0,5,Bootcut,jean
SoHo,SKU-003,26,Black,2,2026-06-24,0,2,Bootcut,jean
SoHo,SKU-003,26,White,6,2026-06-23,0,6,Bootcut,jean
SoHo,SKU-003,26,Stone Wash,0,2026-06-26,0,0,Bootcut,jean
SoHo,SKU-003,26,Raw Denim,5,2026-07-06,0,5,Bootcut,jean
SoHo,SKU-003,26,Vintage Blue,0,2026-07-05,0,0,Bootcut,jean
SoHo,SKU-003,27,Indigo,0,2026-07-03,0,0,Bootcut,jean
SoHo,SKU-003,27,Black,0,2026-07-06,0,0,Bootcut,jean
SoHo,SKU-003,27,White,4,2026-06-25,0,4,Bootcut,jean
SoHo,SKU-003,27,Stone Wash,7,2026-07-06,0,7,Bootcut,jean
SoHo,SKU-003,27,Raw Denim,9,2026-06-27,0,9,Bootcut,jean
SoHo,SKU-003,27,Vintage Blue,3,2026-06-25,0,3,Bootcut,jean
SoHo,SKU-003,28,Indigo,6,2026-06-25,0,6,Bootcut,jean
SoHo,SKU-003,28,Black,6,2026-06-29,0,6,Bootcut,jean
SoHo,SKU-003,28,White,2,2026-06-24,0,2,Bootcut,jean
SoHo,SKU-003,28,Stone Wash,1,2026-06-30,0,1,Bootcut,jean
SoHo,SKU-003,28,Raw Denim,4,2026-07-01,0,4,Bootcut,jean
SoHo,SKU-003,28,Vintage Blue,3,2026-07-02,0,3,Bootcut,jean
SoHo,SKU-003,29,Indigo,0,2026-07-01,0,0,Bootcut,jean
SoHo,SKU-003,29,Black,1,2026-06-22,0,1,Bootcut,jean
SoHo,SKU-003,29,White,5,2026-07-06,0,5,Bootcut,jean
SoHo,SKU-003,29,Stone Wash,5,2026-06-28,0,5,Bootcut,jean
SoHo,SKU-003,29,Raw Denim,9,2026-07-05,0,9,Bootcut,jean
SoHo,SKU-003,29,Vintage Blue,0,2026-06-25,0,0,Bootcut,jean
SoHo,SKU-003,30,Indigo,0,2026-07-02,0,0,Bootcut,jean
SoHo,SKU-003,30,Black,5,2026-06-25,0,5,Bootcut,jean
SoHo,SKU-003,30,White,8,2026-07-05,0,8,Bootcut,jean
SoHo,SKU-003,30,Stone Wash,4,2026-06-30,0,4,Bootcut,jean
SoHo,SKU-003,30,Raw Denim,4,2026-06-27,0,4,Bootcut,jean
SoHo,SKU-003,30,Vintage Blue,4,2026-07-03,0,4,Bootcut,jean
SoHo,SKU-003,31,Indigo,6,2026-07-03,0,6,Bootcut,jean
SoHo,SKU-003,31,Black,5,2026-06-25,0,5,Bootcut,jean
SoHo,SKU-003,31,White,0,2026-06-24,0,0,Bootcut,jean
SoHo,SKU-003,31,Stone Wash,6,2026-07-03,0,6,Bootcut,jean
SoHo,SKU-003,31,Raw Denim,6,2026-06-26,0,6,Bootcut,jean
SoHo,SKU-003,31,Vintage Blue,4,2026-07-01,0,4,Bootcut,jean
SoHo,SKU-003,32,Indigo,3,2026-06-26,0,3,Bootcut,jean
SoHo,SKU-003,32,Black,3,2026-06-26,0,3,Bootcut,jean
SoHo,SKU-003,32,White,2,2026-06-28,0,2,Bootcut,jean
SoHo,SKU-003,32,Stone Wash,1,2026-07-06,0,1,Bootcut,jean
SoHo,SKU-003,32,Raw Denim,8,2026-06-29,0,8,Bootcut,jean
SoHo,SKU-003,32,Vintage Blue,6,2026-07-06,0,6,Bootcut,jean
SoHo,SKU-003,33,Indigo,3,2026-06-30,0,3,Bootcut,jean
SoHo,SKU-003,33,Black,6,2026-07-06,0,6,Bootcut,jean
SoHo,SKU-003,33,White,7,2026-06-30,0,7,Bootcut,jean
SoHo,SKU-003,33,Stone Wash,0,2026-07-01,0,0,Bootcut,jean
SoHo,SKU-003,33,Raw Denim,5,2026-06-26,0,5,Bootcut,jean
SoHo,SKU-003,33,Vintage Blue,8,2026-07-02,0,8,Bootcut,jean
SoHo,SKU-003,34,Indigo,3,2026-07-02,0,3,Bootcut,jean
SoHo,SKU-003,34,Black,4,2026-07-04,0,4,Bootcut,jean
SoHo,SKU-003,34,White,0,2026-07-05,0,0,Bootcut,jean
SoHo,SKU-003,34,Stone Wash,9,2026-06-30,0,9,Bootcut,jean
SoHo,SKU-003,34,Raw Denim,0,2026-07-02,0,0,Bootcut,jean
SoHo,SKU-003,34,Vintage Blue,1,2026-07-02,0,1,Bootcut,jean
SoHo,SKU-004,24,Indigo,2,2026-06-26,0,2,Wide Leg,jean
SoHo,SKU-004,24,Black,6,2026-06-23,0,6,Wide Leg,jean
SoHo,SKU-004,24,White,6,2026-06-22,0,6,Wide Leg,jean
SoHo,SKU-004,24,Stone Wash,1,2026-07-04,1,2,Wide Leg,jean
SoHo,SKU-004,24,Raw Denim,2,2026-06-27,0,2,Wide Leg,jean
SoHo,SKU-004,24,Vintage Blue,2,2026-07-01,0,2,Wide Leg,jean
SoHo,SKU-004,25,Indigo,6,2026-06-23,0,6,Wide Leg,jean
SoHo,SKU-004,25,Black,1,2026-07-04,0,1,Wide Leg,jean
SoHo,SKU-004,25,White,3,2026-06-26,0,3,Wide Leg,jean
SoHo,SKU-004,25,Stone Wash,5,2026-06-24,0,5,Wide Leg,jean
SoHo,SKU-004,25,Raw Denim,3,2026-06-24,1,4,Wide Leg,jean
SoHo,SKU-004,25,Vintage Blue,6,2026-07-03,0,6,Wide Leg,jean
SoHo,SKU-004,26,Indigo,2,2026-06-29,0,2,Wide Leg,jean
SoHo,SKU-004,26,Black,2,2026-07-01,0,2,Wide Leg,jean
SoHo,SKU-004,26,White,3,2026-06-28,0,3,Wide Leg,jean
SoHo,SKU-004,26,Stone Wash,4,2026-06-24,0,4,Wide Leg,jean
SoHo,SKU-004,26,Raw Denim,5,2026-06-28,0,5,Wide Leg,jean
SoHo,SKU-004,26,Vintage Blue,2,2026-06-26,0,2,Wide Leg,jean
SoHo,SKU-004,27,Indigo,2,2026-06-22,0,2,Wide Leg,jean
SoHo,SKU-004,27,Black,5,2026-07-02,0,5,Wide Leg,jean
SoHo,SKU-004,27,White,0,2026-06-23,0,0,Wide Leg,jean
SoHo,SKU-004,27,Stone Wash,0,2026-06-30,0,0,Wide Leg,jean
SoHo,SKU-004,27,Raw Denim,0,2026-06-26,0,0,Wide Leg,jean
SoHo,SKU-004,27,Vintage Blue,2,2026-07-05,0,2,Wide Leg,jean
SoHo,SKU-004,28,Indigo,0,2026-06-25,0,0,Wide Leg,jean
SoHo,SKU-004,28,Black,2,2026-07-01,0,2,Wide Leg,jean
SoHo,SKU-004,28,White,0,2026-06-23,0,0,Wide Leg,jean
SoHo,SKU-004,28,Stone Wash,5,2026-07-02,0,5,Wide Leg,jean
SoHo,SKU-004,28,Raw Denim,0,2026-07-02,0,0,Wide Leg,jean
SoHo,SKU-004,28,Vintage Blue,0,2026-07-04,0,0,Wide Leg,jean
SoHo,SKU-004,29,Indigo,5,2026-07-03,0,5,Wide Leg,jean
SoHo,SKU-004,29,Black,3,2026-07-02,0,3,Wide Leg,jean
SoHo,SKU-004,29,White,3,2026-07-05,0,3,Wide Leg,jean
SoHo,SKU-004,29,Stone Wash,5,2026-06-23,0,5,Wide Leg,jean
SoHo,SKU-004,29,Raw Denim,3,2026-07-04,0,3,Wide Leg,jean
SoHo,SKU-004,29,Vintage Blue,9,2026-06-25,0,9,Wide Leg,jean
SoHo,SKU-004,30,Indigo,2,2026-06-28,0,2,Wide Leg,jean
SoHo,SKU-004,30,Black,0,2026-07-01,0,0,Wide Leg,jean
SoHo,SKU-004,30,White,6,2026-07-02,0,6,Wide Leg,jean
SoHo,SKU-004,30,Stone Wash,3,2026-07-05,0,3,Wide Leg,jean
SoHo,SKU-004,30,Raw Denim,3,2026-06-28,0,3,Wide Leg,jean
SoHo,SKU-004,30,Vintage Blue,0,2026-06-27,0,0,Wide Leg,jean
SoHo,SKU-004,31,Indigo,0,2026-06-26,1,1,Wide Leg,jean
SoHo,SKU-004,31,Black,2,2026-06-22,0,2,Wide Leg,jean
SoHo,SKU-004,31,White,4,2026-06-26,0,4,Wide Leg,jean
SoHo,SKU-004,31,Stone Wash,2,2026-07-06,0,2,Wide Leg,jean
SoHo,SKU-004,31,Raw Denim,6,2026-06-25,0,6,Wide Leg,jean
SoHo,SKU-004,31,Vintage Blue,7,2026-07-03,0,7,Wide Leg,jean
SoHo,SKU-004,32,Indigo,1,2026-06-30,0,1,Wide Leg,jean
SoHo,SKU-004,32,Black,0,2026-07-01,0,0,Wide Leg,jean
SoHo,SKU-004,32,White,3,2026-06-22,0,3,Wide Leg,jean
SoHo,SKU-004,32,Stone Wash,5,2026-06-28,0,5,Wide Leg,jean
SoHo,SKU-004,32,Raw Denim,3,2026-06-25,0,3,Wide Leg,jean
SoHo,SKU-004,32,Vintage Blue,8,2026-07-02,0,8,Wide Leg,jean
SoHo,SKU-004,33,Indigo,4,2026-06-26,0,4,Wide Leg,jean
SoHo,SKU-004,33,Black,6,2026-06-25,0,6,Wide Leg,jean
SoHo,SKU-004,33,White,5,2026-07-06,0,5,Wide Leg,jean
SoHo,SKU-004,33,Stone Wash,5,2026-07-02,0,5,Wide Leg,jean
SoHo,SKU-004,33,Raw Denim,0,2026-06-25,0,0,Wide Leg,jean
SoHo,SKU-004,33,Vintage Blue,4,2026-07-03,0,4,Wide Leg,jean
SoHo,SKU-004,34,Indigo,2,2026-07-05,0,2,Wide Leg,jean
SoHo,SKU-004,34,Black,1,2026-07-02,0,1,Wide Leg,jean
SoHo,SKU-004,34,White,4,2026-07-06,0,4,Wide Leg,jean
SoHo,SKU-004,34,Stone Wash,3,2026-07-04,0,3,Wide Leg,jean
SoHo,SKU-004,34,Raw Denim,0,2026-06-24,0,0,Wide Leg,jean
SoHo,SKU-004,34,Vintage Blue,2,2026-06-22,0,2,Wide Leg,jean
SoHo,SKU-005,24,Indigo,2,2026-07-02,0,2,Slim Straight,jean
SoHo,SKU-005,24,Black,1,2026-07-04,0,1,Slim Straight,jean
SoHo,SKU-005,24,White,5,2026-06-29,0,5,Slim Straight,jean
SoHo,SKU-005,24,Stone Wash,1,2026-06-25,0,1,Slim Straight,jean
SoHo,SKU-005,24,Raw Denim,7,2026-06-28,0,7,Slim Straight,jean
SoHo,SKU-005,24,Vintage Blue,2,2026-07-03,0,2,Slim Straight,jean
SoHo,SKU-005,25,Indigo,0,2026-06-23,0,0,Slim Straight,jean
SoHo,SKU-005,25,Black,6,2026-06-30,0,6,Slim Straight,jean
SoHo,SKU-005,25,White,6,2026-06-29,0,6,Slim Straight,jean
SoHo,SKU-005,25,Stone Wash,2,2026-06-22,0,2,Slim Straight,jean
SoHo,SKU-005,25,Raw Denim,0,2026-07-05,0,0,Slim Straight,jean
SoHo,SKU-005,25,Vintage Blue,7,2026-06-30,0,7,Slim Straight,jean
SoHo,SKU-005,26,Indigo,2,2026-06-22,0,2,Slim Straight,jean
SoHo,SKU-005,26,Black,6,2026-06-28,0,6,Slim Straight,jean
SoHo,SKU-005,26,White,1,2026-07-05,0,1,Slim Straight,jean
SoHo,SKU-005,26,Stone Wash,0,2026-07-05,0,0,Slim Straight,jean
SoHo,SKU-005,26,Raw Denim,7,2026-06-25,0,7,Slim Straight,jean
SoHo,SKU-005,26,Vintage Blue,0,2026-06-26,0,0,Slim Straight,jean
SoHo,SKU-005,27,Indigo,8,2026-06-30,0,8,Slim Straight,jean
SoHo,SKU-005,27,Black,6,2026-06-28,0,6,Slim Straight,jean
SoHo,SKU-005,27,White,5,2026-06-27,0,5,Slim Straight,jean
SoHo,SKU-005,27,Stone Wash,10,2026-06-27,0,10,Slim Straight,jean
SoHo,SKU-005,27,Raw Denim,0,2026-07-03,0,0,Slim Straight,jean
SoHo,SKU-005,27,Vintage Blue,0,2026-06-30,0,0,Slim Straight,jean
SoHo,SKU-005,28,Indigo,5,2026-07-02,0,5,Slim Straight,jean
SoHo,SKU-005,28,Black,3,2026-06-27,0,3,Slim Straight,jean
SoHo,SKU-005,28,White,3,2026-06-22,0,3,Slim Straight,jean
SoHo,SKU-005,28,Stone Wash,2,2026-06-30,0,2,Slim Straight,jean
SoHo,SKU-005,28,Raw Denim,4,2026-07-05,0,4,Slim Straight,jean
SoHo,SKU-005,28,Vintage Blue,4,2026-07-03,0,4,Slim Straight,jean
SoHo,SKU-005,29,Indigo,2,2026-06-27,0,2,Slim Straight,jean
